state,court_type,case_type,judge_rating,complexity,hearings,public_interest,case_text,outcome,clean_text
Tamil Nadu,District Court,Civil,9.6,7.7,18,No,The Civil case with complexity 7.7 and 18 hearings,0,the civil case with complexity and hearings
West Bengal,Supreme Court,Corporate,7.8,9.4,2,No,The Corporate case with complexity 9.4 and 2 hearings,1,the corporate case with complexity and hearings
Maharashtra,Supreme Court,Criminal,7.6,8.1,17,No,The Criminal case with complexity 8.1 and 17 hearings,1,the criminal case with complexity and hearings
Delhi,Sessions Court,Family,8.1,8.1,6,No,The Family case with complexity 8.1 and 6 hearings,1,the family case with complexity and hearings
Delhi,Sessions Court,Corporate,5.5,4.9,7,No,The Corporate case with complexity 4.9 and 7 hearings,0,the corporate case with complexity and hearings
Maharashtra,High Court,Corporate,5.4,8.6,8,No,The Corporate case with complexity 8.6 and 8 hearings,0,the corporate case with complexity and hearings
Tamil Nadu,Supreme Court,Criminal,9.3,8.9,8,No,The Criminal case with complexity 8.9 and 8 hearings,1,the criminal case with complexity and hearings
West Bengal,Sessions Court,Constitutional,6.2,6.1,16,No,The Constitutional case with complexity 6.1 and 16 hearings,1,the constitutional case with complexity and hearings
Maharashtra,Sessions Court,Constitutional,9.4,1.7,5,No,The Constitutional case with complexity 1.7 and 5 hearings,1,the constitutional case with complexity and hearings
Tamil Nadu,Sessions Court,Family,7.3,1.6,17,No,The Family case with complexity 1.6 and 17 hearings,0,the family case with complexity and hearings
Karnataka,Sessions Court,Criminal,8.4,6.4,1,No,The Criminal case with complexity 6.4 and 1 hearings,1,the criminal case with complexity and hearings
West Bengal,Sessions Court,Corporate,6.3,7.6,16,No,The Corporate case with complexity 7.6 and 16 hearings,0,the corporate case with complexity and hearings
Tamil Nadu,Supreme Court,Family,9.7,8.0,17,No,The Family case with complexity 8.0 and 17 hearings,0,the family case with complexity and hearings
West Bengal,Supreme Court,Corporate,6.5,5.6,13,No,The Corporate case with complexity 5.6 and 13 hearings,1,the corporate case with complexity and hearings
Maharashtra,Supreme Court,Constitutional,5.2,3.5,17,No,The Constitutional case with complexity 3.5 and 17 hearings,0,the constitutional case with complexity and hearings
Delhi,Supreme Court,Criminal,7.0,2.8,5,No,The Criminal case with complexity 2.8 and 5 hearings,1,the criminal case with complexity and hearings
Delhi,District Court,Family,5.3,3.5,6,No,The Family case with complexity 3.5 and 6 hearings,0,the family case with complexity and hearings
Karnataka,Sessions Court,Civil,6.4,8.5,4,No,The Civil case with complexity 8.5 and 4 hearings,1,the civil case with complexity and hearings
Delhi,High Court,Corporate,9.0,4.4,16,No,The Corporate case with complexity 4.4 and 16 hearings,1,the corporate case with complexity and hearings
Maharashtra,High Court,Family,9.2,5.1,13,No,The Family case with complexity 5.1 and 13 hearings,1,the family case with complexity and hearings
West Bengal,Supreme Court,Civil,9.9,2.6,18,No,The Civil case with complexity 2.6 and 18 hearings,1,the civil case with complexity and hearings
Karnataka,High Court,Civil,7.6,5.0,2,No,The Civil case with complexity 5.0 and 2 hearings,1,the civil case with complexity and hearings
Karnataka,High Court,Criminal,6.8,9.0,14,No,The Criminal case with complexity 9.0 and 14 hearings,0,the criminal case with complexity and hearings
West Bengal,Supreme Court,Corporate,8.7,2.9,6,No,The Corporate case with complexity 2.9 and 6 hearings,1,the corporate case with complexity and hearings
Karnataka,District Court,Civil,6.3,5.6,11,No,The Civil case with complexity 5.6 and 11 hearings,1,the civil case with complexity and hearings
Maharashtra,Supreme Court,Corporate,8.8,7.3,13,No,The Corporate case with complexity 7.3 and 13 hearings,1,the corporate case with complexity and hearings
Maharashtra,Sessions Court,Criminal,7.2,7.4,13,No,The Criminal case with complexity 7.4 and 13 hearings,0,the criminal case with complexity and hearings
Karnataka,District Court,Corporate,5.4,5.4,8,No,The Corporate case with complexity 5.4 and 8 hearings,0,the corporate case with complexity and hearings
Tamil Nadu,District Court,Family,9.1,5.7,2,No,The Family case with complexity 5.7 and 2 hearings,0,the family case with complexity and hearings
Karnataka,Sessions Court,Civil,5.9,4.3,17,No,The Civil case with complexity 4.3 and 17 hearings,1,the civil case with complexity and hearings
Delhi,District Court,Corporate,9.7,5.7,7,No,The Corporate case with complexity 5.7 and 7 hearings,1,the corporate case with complexity and hearings
Karnataka,Supreme Court,Corporate,9.9,9.0,12,No,The Corporate case with complexity 9.0 and 12 hearings,1,the corporate case with complexity and hearings
Delhi,Sessions Court,Constitutional,9.8,8.6,11,No,The Constitutional case with complexity 8.6 and 11 hearings,0,the constitutional case with complexity and hearings
Tamil Nadu,District Court,Criminal,7.7,7.0,14,No,The Criminal case with complexity 7.0 and 14 hearings,0,the criminal case with complexity and hearings
Delhi,Sessions Court,Civil,7.4,7.8,18,No,The Civil case with complexity 7.8 and 18 hearings,1,the civil case with complexity and hearings
Maharashtra,District Court,Civil,7.6,7.4,3,No,The Civil case with complexity 7.4 and 3 hearings,1,the civil case with complexity and hearings
West Bengal,District Court,Civil,7.7,5.8,12,No,The Civil case with complexity 5.8 and 12 hearings,0,the civil case with complexity and hearings
Tamil Nadu,District Court,Corporate,5.6,9.0,5,No,The Corporate case with complexity 9.0 and 5 hearings,1,the corporate case with complexity and hearings
Maharashtra,District Court,Civil,9.7,4.2,17,No,The Civil case with complexity 4.2 and 17 hearings,0,the civil case with complexity and hearings
Delhi,Sessions Court,Family,6.7,2.6,4,No,The Family case with complexity 2.6 and 4 hearings,0,the family case with complexity and hearings
Tamil Nadu,High Court,Family,8.1,6.3,5,No,The Family case with complexity 6.3 and 5 hearings,0,the family case with complexity and hearings
West Bengal,Supreme Court,Family,7.1,4.8,17,No,The Family case with complexity 4.8 and 17 hearings,1,the family case with complexity and hearings
Karnataka,District Court,Constitutional,6.6,9.4,15,No,The Constitutional case with complexity 9.4 and 15 hearings,1,the constitutional case with complexity and hearings
Maharashtra,Supreme Court,Criminal,9.2,2.2,12,No,The Criminal case with complexity 2.2 and 12 hearings,1,the criminal case with complexity and hearings
Delhi,High Court,Corporate,8.0,5.3,3,No,The Corporate case with complexity 5.3 and 3 hearings,1,the corporate case with complexity and hearings
Karnataka,High Court,Family,6.9,3.4,10,No,The Family case with complexity 3.4 and 10 hearings,1,the family case with complexity and hearings
Karnataka,Sessions Court,Family,6.6,5.8,19,No,The Family case with complexity 5.8 and 19 hearings,0,the family case with complexity and hearings
Tamil Nadu,High Court,Civil,7.9,5.8,4,No,The Civil case with complexity 5.8 and 4 hearings,0,the civil case with complexity and hearings
Tamil Nadu,Sessions Court,Corporate,6.3,2.5,3,No,The Corporate case with complexity 2.5 and 3 hearings,0,the corporate case with complexity and hearings
Karnataka,High Court,Family,5.8,6.5,12,No,The Family case with complexity 6.5 and 12 hearings,0,the family case with complexity and hearings
Karnataka,Sessions Court,Corporate,7.5,8.8,14,No,The Corporate case with complexity 8.8 and 14 hearings,1,the corporate case with complexity and hearings
Karnataka,Supreme Court,Corporate,8.2,3.5,15,No,The Corporate case with complexity 3.5 and 15 hearings,0,the corporate case with complexity and hearings
Karnataka,Sessions Court,Criminal,6.3,3.5,15,No,The Criminal case with complexity 3.5 and 15 hearings,1,the criminal case with complexity and hearings
Delhi,Supreme Court,Family,6.5,3.7,14,No,The Family case with complexity 3.7 and 14 hearings,0,the family case with complexity and hearings
West Bengal,Supreme Court,Criminal,9.9,6.7,17,Yes,The Criminal case with complexity 6.7 and 17 hearings,1,the criminal case with complexity and hearings
West Bengal,Supreme Court,Constitutional,8.6,2.2,10,No,The Constitutional case with complexity 2.2 and 10 hearings,0,the constitutional case with complexity and hearings
Tamil Nadu,Supreme Court,Civil,8.1,7.9,13,No,The Civil case with complexity 7.9 and 13 hearings,1,the civil case with complexity and hearings
West Bengal,Supreme Court,Criminal,8.1,1.6,3,No,The Criminal case with complexity 1.6 and 3 hearings,1,the criminal case with complexity and hearings
Tamil Nadu,District Court,Constitutional,9.2,5.5,5,No,The Constitutional case with complexity 5.5 and 5 hearings,0,the constitutional case with complexity and hearings
Maharashtra,Supreme Court,Criminal,7.0,3.6,5,No,The Criminal case with complexity 3.6 and 5 hearings,0,the criminal case with complexity and hearings
Delhi,High Court,Corporate,8.0,5.4,17,No,The Corporate case with complexity 5.4 and 17 hearings,1,the corporate case with complexity and hearings
Tamil Nadu,High Court,Family,9.4,6.4,18,No,The Family case with complexity 6.4 and 18 hearings,1,the family case with complexity and hearings
Karnataka,Sessions Court,Civil,6.7,8.0,15,No,The Civil case with complexity 8.0 and 15 hearings,0,the civil case with complexity and hearings
Karnataka,District Court,Criminal,6.8,7.3,6,No,The Criminal case with complexity 7.3 and 6 hearings,1,the criminal case with complexity and hearings
Tamil Nadu,Supreme Court,Constitutional,9.4,5.3,3,Yes,The Constitutional case with complexity 5.3 and 3 hearings,0,the constitutional case with complexity and hearings
Tamil Nadu,Supreme Court,Criminal,6.6,4.7,19,No,The Criminal case with complexity 4.7 and 19 hearings,1,the criminal case with complexity and hearings
Delhi,High Court,Corporate,8.5,5.6,12,No,The Corporate case with complexity 5.6 and 12 hearings,0,the corporate case with complexity and hearings
Maharashtra,Sessions Court,Family,7.7,7.2,19,No,The Family case with complexity 7.2 and 19 hearings,0,the family case with complexity and hearings
West Bengal,Supreme Court,Civil,7.9,7.7,8,No,The Civil case with complexity 7.7 and 8 hearings,1,the civil case with complexity and hearings
Tamil Nadu,Supreme Court,Civil,7.8,6.7,18,Yes,The Civil case with complexity 6.7 and 18 hearings,1,the civil case with complexity and hearings
Karnataka,Sessions Court,Criminal,7.9,4.5,7,No,The Criminal case with complexity 4.5 and 7 hearings,0,the criminal case with complexity and hearings
Karnataka,District Court,Civil,6.7,2.1,5,No,The Civil case with complexity 2.1 and 5 hearings,1,the civil case with complexity and hearings
Delhi,High Court,Family,7.7,2.5,16,No,The Family case with complexity 2.5 and 16 hearings,1,the family case with complexity and hearings
Karnataka,Supreme Court,Criminal,6.6,1.6,17,No,The Criminal case with complexity 1.6 and 17 hearings,1,the criminal case with complexity and hearings
Tamil Nadu,District Court,Criminal,5.3,2.0,7,No,The Criminal case with complexity 2.0 and 7 hearings,1,the criminal case with complexity and hearings
Karnataka,High Court,Constitutional,5.0,3.2,2,No,The Constitutional case with complexity 3.2 and 2 hearings,1,the constitutional case with complexity and hearings
Delhi,District Court,Corporate,6.4,8.3,2,No,The Corporate case with complexity 8.3 and 2 hearings,0,the corporate case with complexity and hearings
Karnataka,District Court,Criminal,6.5,3.9,13,No,The Criminal case with complexity 3.9 and 13 hearings,0,the criminal case with complexity and hearings
Tamil Nadu,High Court,Civil,8.6,2.1,13,Yes,The Civil case with complexity 2.1 and 13 hearings,0,the civil case with complexity and hearings
Maharashtra,High Court,Constitutional,5.8,7.8,8,No,The Constitutional case with complexity 7.8 and 8 hearings,1,the constitutional case with complexity and hearings
Karnataka,Supreme Court,Corporate,5.4,6.9,17,No,The Corporate case with complexity 6.9 and 17 hearings,1,the corporate case with complexity and hearings
Maharashtra,District Court,Corporate,8.7,5.4,4,No,The Corporate case with complexity 5.4 and 4 hearings,0,the corporate case with complexity and hearings
West Bengal,Supreme Court,Constitutional,7.6,4.4,5,No,The Constitutional case with complexity 4.4 and 5 hearings,0,the constitutional case with complexity and hearings
Tamil Nadu,High Court,Family,9.1,9.3,19,Yes,The Family case with complexity 9.3 and 19 hearings,1,the family case with complexity and hearings
Maharashtra,Sessions Court,Family,6.5,6.4,13,No,The Family case with complexity 6.4 and 13 hearings,1,the family case with complexity and hearings
Delhi,High Court,Corporate,5.5,4.4,15,No,The Corporate case with complexity 4.4 and 15 hearings,1,the corporate case with complexity and hearings
Karnataka,High Court,Constitutional,7.9,3.2,11,No,The Constitutional case with complexity 3.2 and 11 hearings,1,the constitutional case with complexity and hearings
West Bengal,Sessions Court,Civil,9.8,9.3,17,No,The Civil case with complexity 9.3 and 17 hearings,1,the civil case with complexity and hearings
Maharashtra,District Court,Family,5.8,5.9,13,No,The Family case with complexity 5.9 and 13 hearings,1,the family case with complexity and hearings
Delhi,District Court,Constitutional,5.9,5.3,16,No,The Constitutional case with complexity 5.3 and 16 hearings,1,the constitutional case with complexity and hearings
Tamil Nadu,High Court,Constitutional,8.1,9.0,13,No,The Constitutional case with complexity 9.0 and 13 hearings,1,the constitutional case with complexity and hearings
West Bengal,District Court,Criminal,8.6,9.2,13,No,The Criminal case with complexity 9.2 and 13 hearings,1,the criminal case with complexity and hearings
